posting_id	sitio	operacion	precio	calle	altura	losa_central	aire_acond	apto_credito	cochera	seguridad	luminoso	balcon_aterrazado	barrio_oficial	moneda	accesible_movilidad_reducida	acepta_caucion	agua_caliente_central	ambientes	antiguedad_años	apto_profesional	ascensor	balcon	baulera	baños	dependencia_servicio	dormitorios	expensas_incluidas_en_precio	gimnasio	lavadero	m2_total	ofrece_financiacion	parrilla	pileta	portero	sum	terraza	tiene_expensas	expensas	sobre_avenida	precio_por_m2	segmento_zona	segmento_zona_modelo	log_precio	log_m2	log_precio_m2	amenities_count	m2_relativo_barrio
58586518	zonaprop	venta	1300000.0	Kennedy	2900.0	1	1	0	1	0	0	1	Palermo	usd	0	0	0	7.0	35.0	0	1	1	1	4.0	0	5.0	False	0	1	308.0	0	0	0	0	0	1		1687170.0	0	4220.779220779221	estandar	estandar	14.077875591662238	5.733341276897746	8.348011934473273	9.0	1.302
58586563	zonaprop	venta	240000.0	Av Scalabrini Ortiz	2800.0	1	1	1	0	0	1	1	Palermo	usd	0	0	0	3.0	40.0	0	0	1	1	1.0	0	2.0	False	0	1	97.0	0	0	0	0	0	1		433500.0	1	2474.226804123711	estandar	estandar	12.388398368982115	4.584967478670572	7.814087308834066	10.0	0.763
58589789	zonaprop	venta	3500000.0	Demaria	4500.0	0	0	0	1	1	1	0	Palermo	usd	1	0	0	6.0	35.0	0	0	0	1	5.0	0	4.0	False	1	0	390.0	0	0	1	0	0	0		300000.0	0	8511.326976844213	estandar	estandar	15.068273812173887	5.968707559985366	9.049270624476655	7.0	2.769
58589802	zonaprop	venta	179000.0	Billinghurst	1500.0	1	1	0	0	0	1	1	Recoleta	usd	0	0	0	3.0	40.0	0	0	1	0	2.0	0	2.0	False	1	0	61.0	0	0	0	0	0	1		270000.0	0	2934.4262295081967	estandar	estandar	12.095146671399466	4.127134385045092	7.984607944719447	7.0	1.114
58589828	zonaprop	venta	360000.0	Virrey Del Pino	2400.0	1	1	0	1	1	1	1	Belgrano	usd	0	0	0	4.0	35.0	0	0	1	0	2.0	0	3.0	False	0	0	105.0	0	1	0	0	0	1		600000.0	0	3428.5714285714284	estandar	estandar	12.793862088206213	4.663439094112067	8.140190584414983	9.0	1.102
58589874	zonaprop	venta	790000.0	Concepción Arenal	2900.0	0	0	0	1	0	1	0	Colegiales	usd	0	0	0	4.0	20.0	0	0	1	1	4.0	1	3.0	False	1	0	186.0	0	0	1	0	0	0		160000.0	0	4247.311827956989	estandar	estandar	13.579789490265188	5.231108616854587	8.354276966055615	7.0	1.514
58589935	zonaprop	venta	320000.0	Teniente Benjamín Matienzo	1643.0	0	0	0	1	0	1	0	Palermo	usd	0	0	0	3.0	20.0	0	0	1	0	1.0	0	2.0	False	0	0	71.0	0	0	0	0	0	0		385000.0	0	4507.042253521126	estandar	estandar	12.676079399771027	4.276666119016055	8.413618248123976	3.0	1.391
58590040	zonaprop	venta	420000.0	Vuelta De Obligado	2500.0	1	1	1	1	0	0	0	Belgrano	usd	0	0	0	5.0	35.0	0	0	0	1	3.0	1	3.0	False	0	1	213.0	0	1	0	0	0	1		750000.0	0	1971.8309859154929	estandar	estandar	12.948012371209098	5.365976015021851	7.587224838853792	9.0	0.634
58590155	zonaprop	venta	65000.0			0	0	0	0	0	1	0	Balvanera	usd	0	0	0	2.0	35.0	0	1	1	0	1.0	0	1.0	False	0	0	35.0	0	0	0	0	0	0		67000.0	0	1857.142857142857	estandar	estandar	11.082157933374816	3.58351893845611	7.527332804008427	3.0	1.129
58590233	zonaprop	venta	140000.0			0	0	0	0	0	1	0	Recoleta	usd	0	0	0	2.0	40.0	0	1	1	0	1.0	0	1.0	False	0	0	63.0	0	0	0	0	0	0		85000.0	0	2222.222222222222	estandar	estandar	11.849404844423074	4.1588830833596715	7.7067128739802735	3.0	0.843
