Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Amenities	Losa_Central	Aire_Acond	Apto_Credito	Cochera	Seguridad	Luminoso	Balcon_Aterrazado
USD 88.000	+ $110.000	San Luis	3300	7	28 m² cubie. 1 dorm. 1 baño	Departamento en venta 2 amb. Terraza propia. Apto Crédito Apto crédito San Luis y Sánchez de Bustamante Hermoso departamento de 2 ambientes compacto con terraza propia. Todo sol. - living comedor de 2.84 x 3.60 - cocina de 2 x 2 con espacio para lavarropas - dormitorio de 2.31 x 2.15 con vestidor - hermosa terracita propia de 2.56 x 3.35 con todo el sol - baño completo con receptáculo de ducha ID@1151 las medidas son aproximadas las expensas pueden sufrir variaciones la Empresa no se hace responsable de estos cambios	https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--19028939	0	0	0	1	0	0	1	0
USD 147.000	+ $230.000	Av. Acoyte	100	0	2 dorm. 1 baño 3 ambientes	Venta departamento en excelente ubicación! Venta de departamento en excelente ubicación - zona comercial. A mts del subte, José Maria Moreno y Rivadavia. Dos dormitorios, baño y toillete. Con balcón corrido. Todo luz y sol. Orientación este. Valor venta: USD 147.000.- APTO PROFESIONAL. Todas las medidas enunciadas son meramente orientativas, las medidas exactas serán las que se expresen en el respectivo título de propiedad de cada inmueble. Todas las fotos, imágenes y videos son meramente ilustrativos y no contractuales. ¡TE INVITAMOS A CONOCERLO! ESTUDIO MARTINEZ COSTA CUCICBA	https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--18782735	0	0	0	0	0	0	1	0
USD 72.900	+ $135.000	Fray Justo Santa María De Oro	2700	0	25 m² cubie. 40 años 1 baño	Monoambiente en venta en Palermo Chico Monoambiente Amueblado Ideal primer vivienda en la mejor zona de Palermo! 4° Piso Balcón Frances Baño amplio completo Cocina con muebles de guardado espacio para cama matrimonial con placard de buen tamaño. Al alcance de todo, restaurante, cafeterías, supermercado, subte colectivo. Ideal Estudiantes! Bilotta Propiedades Tu sueño....nuestro compromiso Llámanos para concretar una vista.	https://www.argenprop.com/departamento-en-venta-en-palermo-chico-1-ambiente--19082423	0	0	0	0	0	0	0	0
USD 590.000	+ $835.743	Av. del libertador al	5200	0	160 m² cubie. 3 dorm. 2 baños	Departamento en venta zona palermo/Belgrano Ubicado en una de las mejores zonas de Belgrano, rodeado de una amplia variación de comercios, supermercados, gimnasios, gran variedad de transporte público, la zona con movimiento tranquilo y transito medio, sin llegar a ser agobiante o molesto. El edificio, cuenta con seguridad por código, dos ascensores, uno de uso rutinario y otro de servicio. En un piso alto, entero, con hall de entrada y excelentes vistas e iluminación natural, un amplio balcón que da a una gran sala de estar y living comedor, anexada a la cocina espaciosa que conecta a un pasillo con lavandería, dependencia de servicio con baño o tercer dormitorio y segunda entrada con acceso al segundo ascensor y escalera de emergencia, un toilette de recepción, con un precioso pasillo con ventanales llegamos a una espaciosa sala, perfecta para una oficina, con un baño completo, da a una habitación con armario empotrado, y por ultimo un amplio dormitorio principal con baño completo y vestidor en suite.	https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--19181773	0	0	0	0	0	0	0	0
USD 120.000	+ $220.000	Venezuela	4000	0	85 m² cubie. 2 dorm. 40 años	IMPEC! BALCÓN AL FRENTE C/ESPECTACULAR VISTA ABIERTA! Todo luz y sol! Terraza de uso exclusivo c/parrilla! Baul! ÚNICO! OPORT! IMPECABLE! BALCÓN AL FRENTE CON ESPECTACULAR VISTA ABIERTA! TERRAZA DE USO EXCLUSIVO CON VISTA ABIERTA Y PARRLLA PROPIA! Muy luminoso! Todo luz y sol! Excelente distribución! Living-comedor! Baño completo con ventilación natural! 2 Dormitorios! Placares! 1 Dormitorio más en la terraza con su baño con ventilación natural! Cocina completa! Lavadero independiente! Split frío-calor! Pisos de madera entarugados! Puerta blindada! Terraza de uso común! Baulera! Apto profesional! 2 Ascensores! El encargado vive en el edificio! Posibilidad de cochera a una cuadra! APTO CRÉDITO! ÚNICO! OPORTUNIDAD! *Esta propiedad no posee acceso para personas con movilidad reducida *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matrícula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-almagro-sur-3-ambientes--19255522	1	0	1	1	1	1	1	0
USD 180.000	+ $400.000	Mexico	4200	0	100 m² cubie. 2 dorm. 10 años	IMPECABLE DÚPLEX ESTILO CASA! Muy luminoso! Todo a nuevo! Baulera! Cochera fija! Vigilancia! Apto profesional! ÚNICO! OPORT! IMPECABLE DÚPLEX ESTILO CASA! Muy luminoso! TODO A NUEVO! Excelente distribución! PB: Hall de recepción! Living-comedor! Toilette de recepción! Cocina integrada con barra desayunadora! PA: 2 Dormitorios! Placares! Baño completo! Split frío-calor! Servicios centrales! Todo eléctrico! Baulera! COCHERA FIJA Y CUBIERTA! Vigilancia! Apto profesional! Inmejorable ubicación! A metros de Avenida La Plata! Todos los medios de transporte! A 3 cuadras de la estación de subte Rio de Janeiro, Línea A. ÚNICO! OPORTUNIDAD! * Esta propiedad NO posee acceso para personas con movilidad reducida *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. * Matricula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-almagro-sur-3-ambientes--12110765	0	0	1	0	1	1	1	0
USD 220.000	+ $210.000	Sanchez De Bustamante 68 ,	2	0	128 m² cubie. 3 dorm. 50 años	Una Planta Cómoda para Vivir Bien 4amb + cochera En Almagro, uno de esos barrios de Buenos Aires con historia, identidad y vida propia cafés tradicionales, cercanía con Palermo, Villa Crespo y Caballito, y excelente conectividad se encuentra este departamento de 4 ambientes al frente, ubicado en un segundo piso, que combina amplitud, buena distribución y comodidades muy buscadas en la ciudad. Al ingresar, nos recibe un living comedor amplio al frente, con piso de parquet y ventana que aporta muy buena luz natural, generando un ambiente cálido y agradable para la vida diaria. La cocina comedor, reciclada hace algunos años y muy bien conservada, es cómoda y funcional, con espacio para el uso cotidiano. Desde allí se accede al lavadero independiente y a un patio amplio, un verdadero valor agregado que suma aire libre y versatilidad. La planta privada está bien definida: cuenta con dos dormitorios con placard, un baño completo, más un dormitorio principal en suite, que aporta mayor comodidad. Además, dispone de toilette de recepción, muy práctico para visitas. El departamento fue reciclado hace algunos años y se mantiene en muy buen estado, conservando características de las construcciones sólidas de la zona: pisos de parquet, ambientes generosos y una distribución funcional. Y un diferencial clave para la vida en la ciudad: cochera fija cubierta, un plus cada vez más valorado en Almagro. Una propiedad que reúne metros bien aprovechados, patio, cochera y ubicación estratégica, ideal para quienes buscan vivir con comodidad en un barrio con historia y excelente conexión con toda la ciudad. AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda	https://www.argenprop.com/departamento-en-venta-en-almagro-4-ambientes--19161698	1	0	0	0	1	0	0	0
USD 73.750	N/A	LAVALLE	4000	3	29 m² cubie. 1 año 1 baño	"Lavalle Plaza Venta de Departamento MONOAMBIENTE en Almagro, Capital Federal. Lavalle Plaza es un diseño arquitectónico que se desarrollará en 8 pisos. Constará de departamentos de 1 y 2 ambientes. Ubicado a media cuadra de Av. Córdoba y Av. Medrano. Con cercanía a Plaza Centenario y Plaza Almagro. Unidad de 30.67 m2 al contrafrente de 1 ambiente, luminoso con pisos de porcellanato. En el baño se utilizarán artefactos sanitarios Rocca, Ferrum o similar. Grifería sanitaria y accesorios FV o similar al igual que en la grifería de la cocina. Pisos y paredes del baño en cerámica esmaltada o porcelanato. En la cocina las mesadas serán de mármol o granito, muebles en melamina blanca con cantos ABS. Hornos y anafes vitrocerámicos eléctricos. Provisión de puertas corredizas en melamina blanca para placares. Contará con Pre-instalación de equipos Split Frío/calor. El laundry se ubicará en el piso 2º y 5º. Las medidas son solo a efecto orientativo, las reales surgirán del plano de subdivisión una vez finalizado el proyecto. LEPORE PROPIEDADES / Wp. LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) Propiedad según Ley 5115 La accesibilidad para las personas con discapacidades físicas. ""accesible"""	https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--16661507	1	0	1	0	0	0	1	0
USD 165.000	+ $210.000	DRAGO, LUIS MARIA	200	6	67 m² cubie. 2 dorm. 50 años	Venta Departamento 3 ambientes en Villa Crespo ! Súper luminoso Venta de Departamento en Villa Crespo, Capital Federal 3 ambientes súper luminoso con gran balcón al frente - Luis María Drago 232, 6º 12 Viví en un departamento amplio, funcional y lleno de luz en una ubicación residencial con excelente conectividad. Esta unidad de 3 ambientes se destaca por su gran luminosidad, su distribución inteligente y detalles que suman confort en el día a día. Al ingresar, te recibe un living comedor generoso, con excelente circulación, muy buena entrada de luz y cuidada iluminación indirecta, ideal para crear un clima cálido y moderno. La cocina es separada, equipada con horno a gas, mobiliario completo y gran capacidad de guardado. Además, cuenta con lavadero independiente, un plus clave para mantener orden y practicidad. La espacio de descanso ofrece: Dormitorio secundario al contrafrente, luminoso, silencioso y con placard empotrado. Dormitorio principal con gran espacio de guardado y salida directa a un gran balcón corrido al frente, con orientación ESTE: sol de mañana y una sensación de amplitud espectacular. El departamento completa su propuesta con un baño completo con bañera, toilette de recepcion y ventilación natural, sumando comodidad y aireación real. Bajas expensas Pisos de madera y cerramientos DVH ( doble vidrio hermético ) Balcón corrido al frente - orientación ESTE Cocina separada + lavadero independiente Una oportunidad ideal para quienes buscan calidad de vida, luz natural y espacios bien pensados. Coordiná tu visita con nuestro equipo, te prometemos que te va a gustar! Tel : Cel : +54 9 LEPORE VILLA CRESPO. LEPORE PROPIEDADES . LEPORE Propiedades S.A. CUIT : -9. C.U.C.I.C.B.A. Matrícula Nº 931 (Caballito, Villa Crespo, San Cristóbal). AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--18595705	1	0	0	0	0	0	1	0
USD 139.500	+ $155.000	SERRANO al	500	0	62 m² cubie. 2 dorm. 60 años	"70m2 Dpto 3 Amb al Frente c/ Balcón Corrido – Villa Crespo - Serrano y Corrientes Departamento 3 Ambientes al Frente con Balcón Corrido Villa Crespo Ubicado en la estratégica zona de Serrano y Corrientes, en pleno corazón de Villa Crespo, este departamento de 3 ambientes al frente combina amplitud, funcionalidad y muy buen estado general. La unidad cuenta con un luminoso balcón corrido que recorre el frente, aportando aire y luz natural a los principales ambientes. El living comedor se complementa con una cocina independiente con comedor diario, con doble circulación y entrada de servicio. Dispone de 1 baño completo y de un baño de servicio original, actualmente adaptado como sector de lavadero, que podrá adecuarse según las necesidades de cada usuario. Los dormitorios poseen amplios placares y espacios de guardado, optimizando la comodidad y el orden. El edificio se encuentra en buen estado, y próximo a realizarse tareas de mantenimiento como pintura de fachada. Una ubicación privilegiada, a metros de la Av. Corrientes, con excelente conectividad, cercanía a múltiples líneas de colectivo, comercios, cafés y a pocas cuadras de la línea B de subte. Una oportunidad única de vivir o invertir en uno de los barrios con mayor crecimiento de la Ciudad. No dejes pasar esta oportunidad. CONSULTANOS PARA COORDINAR UNA VISITA! Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles ""no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--18778860	1	0	0	0	0	0	1	0
USD 198.000	+ $232.000	QUITO	4300	11	60 m² cubie. 2 dorm. A Estrenar	Quito 4330 VENTA DEPARTAMENTO 3 AMBIENTES CON TERRAZA PROPIA en Caballito, Capital Federal Edificio doble frente de calidad premium con amenities y unidades de 2, 3 y 4 ambientes. Ubicado en una zona estratégica, a 2 cuadras del Parque Rivadavia y a una cuadra del subte línea A. Combina un entorno tranquilo, pero a su vez conectado con la importante zona comercial de Av Rivadavia, con el cine de Caballito, y con el polo gastronómico. Todo esto hace un ambiente único para vivir. Este espectacular departamento se ubica en el piso 11, al frente, y con orientación norte (la mejor luz todo el día). Cuenta con 2 baños (toilette y baño principal con ducha), 2 dormitorios (ambos con placares con interiores completos), amplio living comedor apaisado con un gran ventanal con vista y salida a una terraza propia de grandes dimensiones. Las terminaciones son de primera calidad: Todas sus ventanas son con vidrio DVH (doble vidrio hermético) y en aluminio Modena, cocina con mesada en Silestone, mucho espacio de guardado, y bacha doble, pisos porcelanato símil madera, horno y anafes de vitrocerámica, barandas de vidrio blindex, etc. Opcional 1 cochera independiente (espacio completamente privado), con portón propio al frente PB Nº3 usd 30.000.- Opcional Terraza privada adicional a la propia u$s 20.000. AMENITIES: SUM Terraza con parrilla Gimnasio NO ES APTO CREDITO Las medidas son solo a efecto orientativo, las reales surgirán del plano de subdivisión una vez finalizado el proyecto. LEPORE PROPIEDADES LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. -	https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--16780376	1	0	0	1	1	0	1	0
USD 139.500	+ $155.000	SERRANO al	500	0	62 m² cubie. 2 dorm. 60 años	"70m2 Dpto 3 Amb al Frente c/ Balcón Corrido – Villa Crespo - Serrano y Corrientes Departamento 3 Ambientes al Frente con Balcón Corrido Villa Crespo Ubicado en la estratégica zona de Serrano y Corrientes, en pleno corazón de Villa Crespo, este departamento de 3 ambientes al frente combina amplitud, funcionalidad y muy buen estado general. La unidad cuenta con un luminoso balcón corrido que recorre el frente, aportando aire y luz natural a los principales ambientes. El living comedor se complementa con una cocina independiente con comedor diario, con doble circulación y entrada de servicio. Dispone de 1 baño completo y de un baño de servicio original, actualmente adaptado como sector de lavadero, que podrá adecuarse según las necesidades de cada usuario. Los dormitorios poseen amplios placares y espacios de guardado, optimizando la comodidad y el orden. El edificio se encuentra en buen estado, y próximo a realizarse tareas de mantenimiento como pintura de fachada. Una ubicación privilegiada, a metros de la Av. Corrientes, con excelente conectividad, cercanía a múltiples líneas de colectivo, comercios, cafés y a pocas cuadras de la línea B de subte. Una oportunidad única de vivir o invertir en uno de los barrios con mayor crecimiento de la Ciudad. No dejes pasar esta oportunidad. CONSULTANOS PARA COORDINAR UNA VISITA! Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles ""no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--18778861	1	0	0	0	0	0	1	0
USD 89.000	+ $167.000	Sucre	1500	4	39 m² cubie. 1 dorm. 50 años	Venta 2 Ambientes en Belgrano | A metros de Av. Libertador Muy lindo 2 ambientes a pasos de Av. del Libertador y estación Belgrano C Edificio muy bien mantenido linda distribución living y dormitorio dando al espacio de aire y luz con lateral abierto living de 5.23 x 2.93 dormitorio de 3.02 x 3.00+placard baño completo con bañera con ventilación al exterior cocina separada de 3.50 x 1.50 lavadero independiente con espacio para lavarropas pisos de parket en living y dormitorio las expensas incluyen AySA las medidas son aproximadas las expensas pueden sufrir variaciones la Empresa no se hace responsable de estos cambios ID@1142	https://www.argenprop.com/departamento-en-venta-en-belgrano-2-ambientes--18919858	0	0	0	0	0	0	0	0
